"id","name","country_id","created_at","updated_at"
320,Manafwa District,31,2019-11-20 18:33:31.483,2019-11-20 18:33:31.483
321,Veracruz State,18,2019-11-21 00:53:38.044,2019-11-21 00:53:38.044
323,Gera,11,2019-11-22 14:55:34.687,2019-11-22 14:55:34.687
325,Luya Province,23,2019-11-22 18:57:55.669,2019-11-22 18:57:55.669
327,Tlaltetela,18,2019-12-01 19:06:22.221,2019-12-01 19:06:22.221
329,Bogotá,14,2019-12-01 20:01:38.098,2019-12-01 20:01:38.098
331,Jambi,32,2019-12-06 19:51:36.642,2019-12-06 19:51:36.642
333,Distrito Central,22,2019-12-11 19:39:02.549,2019-12-11 19:39:02.549
335,Bandung,32,2019-12-11 22:10:48.278,2019-12-11 22:10:48.278
337,Gakenke,24,2019-12-13 21:35:50.437,2019-12-13 21:35:50.437
340,Michigan,15,2019-12-18 15:10:51.958,2019-12-18 15:10:51.958
342,Trøndelag,46,2019-12-18 17:39:20.821,2019-12-18 17:39:20.821
347,Murang'a ,3,2020-01-01 20:27:30.999,2020-01-01 20:27:30.999
350,Calca,23,2020-01-04 19:12:49.941,2020-01-04 19:12:49.941
353,Liquiçá,48,2020-01-15 19:52:26.568,2020-01-15 19:52:26.568
354,Ermera,48,2020-01-15 19:52:32.153,2020-01-15 19:52:32.153
356,Central Aceh,32,2020-01-15 20:06:52.059,2020-01-15 20:06:52.059
358,Limburg,45,2020-01-16 19:11:07.122,2020-01-16 19:11:07.122
361,Kelem Welega,11,2020-01-17 22:51:24.146,2020-01-17 22:51:24.146
363,Serra de Mantiqueiras,16,2020-04-10 19:59:07.299,2020-04-10 19:59:07.299
365,Paraíso,13,2020-04-15 19:20:19.298,2020-04-15 19:20:19.298
367,Western Province,24,2020-04-17 17:35:54.048,2020-04-17 17:35:54.048
368,Lempira,22,2020-04-17 17:40:33.575,2020-04-17 17:40:33.575
370,San José ,13,2020-04-22 05:15:33.408,2020-04-22 05:15:33.408
372,Al Qafr District,47,2020-05-12 00:07:59.489,2020-05-12 00:07:59.489
374,Kirinyaga County,3,2020-05-19 22:12:31.110,2020-05-19 22:12:31.110
376,Sidama Zone,11,2020-05-31 20:47:34.019,2020-05-31 20:47:34.019
378,Aceh Central,32,2020-05-31 22:20:27.837,2020-05-31 22:20:27.837
380,Guanga,11,2020-05-31 23:33:25.740,2020-05-31 23:33:25.740
382,Bongará,23,2020-06-10 18:15:18.469,2020-06-10 18:15:18.469
384,Kilimandjaro,27,2020-06-10 19:34:49.584,2020-06-10 19:34:49.584
386,Pluma Costa,18,2020-12-02 15:31:18.544,2020-12-02 15:31:18.544
