"id","created_at","updated_at","name","label","website","iana_timezone"
147,2019-08-11 19:21:05.497,2019-08-11 19:21:39.321,heilandt,Heilandt,https://www.heilandt.de,
148,2019-08-14 20:57:50.930,2019-08-14 21:12:19.301,monkland coffee roasters,Monkland Coffee Roasters,https://monklandcoffee.com,
149,2019-08-27 14:32:00.079,2019-08-27 14:35:16.467,david kim coffee,David Kim Coffee,https://www.davidkimcoffee.com,
150,2019-08-31 02:43:09.598,2019-08-31 03:12:06.284,social coffee,Social Coffee,https://www.socialcoffee.com,
162,2019-09-19 17:15:45.631,2019-09-19 17:17:01.617,receiver coffee company,Receiver Coffee Company,https://receivercoffee.com,
166,2019-10-01 00:36:10.777,2019-10-01 01:15:35.979,ilse coffee,Ilse Coffee,https://ilsecoffee.com,
171,2019-10-09 17:54:03.237,2019-10-09 17:55:20.223,populus coffee,Populus Coffee,https://populuscoffee.de/,
178,2019-10-23 19:24:46.341,2019-10-23 19:25:56.906,cartel coffee lab,Cartel Coffee Lab,https://www.cartelcoffeelab.com,
182,2019-10-30 18:48:40.296,2019-10-30 18:49:26.068,oven heaven,Oven Heaven,https://ovenheaven.fr/,
189,2019-11-13 20:46:22.620,2019-11-13 20:48:50.769,good life coffee,Good Life Coffee,https://goodlifecoffee.fi/,
190,2019-11-13 21:10:24.297,2019-11-13 21:11:08.896,the brick coffee roastery,The Brick Coffee Roastery,https://thebrickcoffee.ee/,
194,2019-11-22 14:38:02.461,2019-11-27 15:56:32.878,heart roasters,Heart Roasters,https://www.heartroasters.com,
138,2019-07-19 14:36:03.211,2019-12-13 17:07:06.178,mayflower cafe,Mayflower Cafe,https://mayflowercafe.ca/,
198,2019-12-06 20:59:37.497,2019-12-06 21:01:04.811,black sheep coffee australia,Black Sheep Coffee Australia,https://blacksheepcoffee.com.au/,
203,2019-12-18 14:49:09.309,2019-12-18 14:49:31.517,tourist coffee roasters,Tourist Coffee Roasters,https://touristcoffee.com,
79,2018-11-07 13:35:53.278,2020-04-17 16:55:56.250,social coffee roasters,Social Coffee Roasters,http://socialcoffeeroasters.ca/,
237,2020-04-17 14:59:12.468,2020-09-20 20:36:48.460,p.s. roasters,P.S. Roasters,https://elena-club-social-p-s.myshopify.com/collections/ps-roasters/coffee,
239,2020-05-27 19:58:25.628,2020-05-27 20:02:02.157,bean et bonheur,Bean et Bonheur,https://www.beanbonheur.com/,
240,2020-06-01 13:32:50.260,2020-06-01 13:37:50.819,deluis coffee,Deluis Coffee,https://deluiscoffee.com/,
110,2019-03-25 02:38:08.117,2020-09-20 20:35:14.815,quietly coffee,Quietly Coffee,https://www.quietlycoffee.com,
10,2017-09-22 01:21:04.326,2020-09-20 20:36:32.707,kaito,Kaito,https://kaitocoffee.com,America/Montreal
